Club,County,Province,Latitude,Longitude,Status
Garryspillane,Limerick,Munster,52.433272,-8.415793,matched_gaa
Gerald Griffins,Limerick,Munster,52.562911,-9.167359,matched_gaa
Glenroe,Limerick,Munster,52.323748,-8.412801,matched_gaa
Glin,Limerick,Munster,52.563879,-9.280769,matched_gaa
Granagh/Ballingarry,Limerick,Munster,52.472178,-8.858272,matched_gaa
Hospital/Herbertstown,Limerick,Munster,52.477125,-8.434391,matched_gaa
Kidimo,Limerick,Munster,52.614729,-8.809993,matched_gaa
Killeedy,Limerick,Munster,52.377169,-9.042471,matched_gaa
Kilmallock,Limerick,Munster,52.39793,-8.573637,matched_gaa
Kilteely/Dromkeen,Limerick,Munster,52.524525,-8.392413,matched_gaa
Knockaderry,Limerick,Munster,52.462629,-8.968516,matched_gaa
Knockainey,Limerick,Munster,52.474181,-8.494795,no_match
Knockane,Limerick,Munster,52.369068,-9.147217,matched_gaa
Limerick GAA,Limerick,Munster,52.670097,-8.656504,matched_gaa
Monagea,Limerick,Munster,52.417297,-9.091611,matched_generic
Monaleen,Limerick,Munster,52.655666,-8.554464,matched_generic
Mountcollins,Limerick,Munster,52.341461,-8.978799,no_match
Mungret/St. Pauls,Limerick,Munster,52.634612,-8.688348,matched_generic
Murroe/Boher,Limerick,Munster,52.651743,-8.4002,matched_gaa
Na Piarsaigh,Limerick,Munster,52.669826,-8.67014,matched_gaa
Newcastle West,Limerick,Munster,52.452654,-9.06543,matched_generic
Old Christians,Limerick,Munster,52.645304,-8.624068,matched_generic
Oola,Limerick,Munster,52.528807,-8.263835,no_match
Pallasgreen,Limerick,Munster,52.566049,-8.338242,matched_gaa
Pallaskenry,Limerick,Munster,52.641335,-8.865871,matched_gaa
Patrickswell,Limerick,Munster,52.598954,-8.714449,matched_gaa
South Liberties,Limerick,Munster,52.600427,-8.604813,matched_gaa
St. Kieran's,Limerick,Munster,52.529711,-9.015052,no_match
"St. Mary's Sean Finns, Rathkeale",Limerick,Munster,52.527796,-8.948941,matched_gaa
St. Patrick's,Limerick,Munster,52.669588,-8.597203,matched_gaa
St. Senan's,Limerick,Munster,52.608142,-9.103945,matched_gaa
Staker Wallace,Limerick,Munster,52.408565,-8.507598,matched_gaa
Templeglantine,Limerick,Munster,52.400694,-9.16727,no_match
Tournafulla,Limerick,Munster,52.369074,-9.147321,matched_gaa
Aherlow,Tipperary,Munster,52.411051,-8.225701,matched_gaa
Ardfinnan,Tipperary,Munster,52.318382,-7.864478,matched_gaa
Arravale Rovers,Tipperary,Munster,52.469007,-8.158535,matched_gaa
Ballina,Tipperary,Munster,52.815314,-8.440019,matched_gaa
Ballinahinch,Tipperary,Munster,52.790298,-8.314469,matched_gaa
Ballingarry,Tipperary,Munster,52.586178,-7.544356,matched_gaa
Ballybacon / Grange,Tipperary,Munster,52.273282,-7.871174,matched_gaa
Ballylooby/Castlegrace,Tipperary,Munster,52.315865,-8.001302,matched_gaa
Ballyporeen/Skeheenarinky Juvenile,Tipperary,Munster,52.34894,-7.419763,matched_gaa
Boherlahan/Dualla,Tipperary,Munster,52.569918,-7.895595,matched_gaa
Borris-Ileigh,Tipperary,Munster,52.749687,-7.953953,matched_gaa
Borrisokane,Tipperary,Munster,52.996104,-8.124933,matched_generic
Burgess,Tipperary,Munster,52.856753,-8.261603,matched_gaa
CJ Kickhams Mullinahone,Tipperary,Munster,52.514854,-7.501747,matched_gaa
Cahir,Tipperary,Munster,52.372355,-7.924761,matched_gaa
Cappawhite,Tipperary,Munster,52.577934,-8.165046,matched_generic
Carrick Davins,Tipperary,Munster,52.34892,-7.419838,matched_gaa
Cashel King Cormacs,Tipperary,Munster,52.509618,-7.877735,matched_gaa
Clerihan,Tipperary,Munster,52.409059,-7.747596,matched_gaa
Clonakenny,Tipperary,Munster,52.886502,-7.818085,matched_gaa
Clonmel Commercials,Tipperary,Munster,52.353285,-7.713145,matched_gaa
Clonmel Óg,Tipperary,Munster,52.362318,-7.706142,matched_gaa
Clonoulty-Rossmore,Tipperary,Munster,52.61214,-7.956057,matched_gaa
Drom/Inch,Tipperary,Munster,52.718917,-7.914276,matched_gaa
Dúrlas Óg,Tipperary,Munster,52.675831,-7.826849,matched_gaa
Eire Óg Annacarty,Tipperary,Munster,52.564395,-8.111486,matched_gaa
Emly,Tipperary,Munster,52.464751,-8.347427,matched_gaa
Fethard,Tipperary,Munster,52.468162,-7.695611,matched_gaa
Fr. Sheehys,Tipperary,Munster,52.278863,-8.003084,matched_gaa
Galtee Rovers,Tipperary,Munster,52.44691,-8.067078,matched_gaa
Golden/Kilfeacle,Tipperary,Munster,52.500306,-7.977773,matched_gaa
Gortnahoe-Glengoole,Tipperary,Munster,52.674159,-7.601641,matched_gaa
Grangemockler / Ballyneale,Tipperary,Munster,52.44451,-7.477753,matched_generic
Holycross/Ballycahill,Tipperary,Munster,52.648559,-7.876497,matched_gaa
Holycross/Ballycahill,Tipperary,Munster,52.688162,-7.910431,matched_gaa
Inane Rovers,Tipperary,Munster,52.967308,-7.78725,matched_gaa
JK Brackens,Tipperary,Munster,52.79883,-7.836861,matched_gaa
Kildangan,Tipperary,Munster,52.930071,-8.243692,matched_gaa
Killea,Tipperary,Munster,52.82393,-7.870476,matched_gaa
Killenaule,Tipperary,Munster,52.563753,-7.669372,matched_gaa
Kilruane MacDonaghs,Tipperary,Munster,52.94125,-8.042781,matched_gaa
Kilsheelan-Kilcash,Tipperary,Munster,52.363397,-7.583899,matched_gaa
Knock,Tipperary,Munster,52.844384,-7.764852,matched_gaa
Knockavilla-Donaskeigh Kickhams,Tipperary,Munster,52.559725,-8.051841,matched_gaa
Knockshegowna,Tipperary,Munster,53.018927,-8.026612,matched_generic
Lattin-Cullen,Tipperary,Munster,52.463913,-8.271971,matched_gaa
Lorrha and Dorrha,Tipperary,Munster,53.119495,-8.109044,matched_generic
Loughmore Castleiney,Tipperary,Munster,52.770059,-7.787392,matched_gaa
Marlfield,Tipperary,Munster,52.34548,-7.751742,matched_gaa
Moneygall,Tipperary,Munster,52.882729,-7.947806,matched_gaa
Moycarkey-Borris,Tipperary,Munster,52.642503,-7.742512,matched_gaa
Moyle Rovers,Tipperary,Munster,52.400439,-7.692946,matched_gaa
Moyne-Templetuohy,Tipperary,Munster,52.783884,-7.721736,matched_gaa
Nenagh Éire Óg,Tipperary,Munster,52.86684,-8.215158,matched_gaa
Newcastle,Tipperary,Munster,52.271933,-7.80683,matched_gaa
Newport,Tipperary,Munster,52.707818,-8.395539,matched_gaa
Portroe,Tipperary,Munster,52.886239,-8.348204,matched_gaa
Rockwell Rovers,Tipperary,Munster,52.443648,-7.880373,matched_gaa
Roscrea,Tipperary,Munster,52.967228,-7.787303,matched_gaa
Rosegreen,Tipperary,Munster,52.46693,-7.830511,matched_generic
Sean Treacy's,Tipperary,Munster,52.678535,-8.164292,matched_gaa
Shannon Rovers,Tipperary,Munster,53.014984,-8.217536,matched_generic
Silvermines,Tipperary,Munster,52.801072,-8.188428,matched_gaa
Skeheenarinky,Tipperary,Munster,52.272313,-8.097081,matched_gaa
Solohead,Tipperary,Munster,52.511249,-8.213035,matched_gaa
St. Martin's GAA,Tipperary,Munster,52.3454,-7.751742,matched_gaa
St. Mary's Clonmel,Tipperary,Munster,52.353205,-7.713235,matched_gaa
St. Patricks,Tipperary,Munster,52.474503,-7.595447,matched_gaa
"Swan Club, Carrick on Suir",Tipperary,Munster,52.34891,-7.419763,matched_gaa
Templederry Kenyons,Tipperary,Munster,52.776249,-8.073839,matched_gaa
Thurles Gaels,Tipperary,Munster,52.669488,-7.795087,matched_gaa
Thurles Sarsfields,Tipperary,Munster,52.682287,-7.82338,matched_gaa
Thurles Sarsfields,Tipperary,Munster,52.6870357,-7.8371787,matched_generic
Tipperary GAA,Tipperary,Munster,52.682228,-7.827766,matched_gaa
Toomevara,Tipperary,Munster,52.850242,-8.041352,matched_gaa
Upperchurch Drombane,Tipperary,Munster,52.661245,-7.950968,matched_gaa
Abbeyside / Ballinacourty,Waterford,Munster,52.103529,-7.598938,matched_gaa
Ardmore,Waterford,Munster,51.958355,-7.727697,matched_gaa
Ballinameela,Waterford,Munster,52.102388,-7.779881,matched_generic
Ballyduff Lower,Waterford,Munster,52.234568,-7.2991,matched_gaa
Ballyduff Upper,Waterford,Munster,52.141407,-8.052022,matched_gaa
Ballygunner,Waterford,Munster,52.227044,-7.065754,matched_gaa
Ballysaggart,Waterford,Munster,52.183902,-7.991842,matched_gaa
Brickey Rangers,Waterford,Munster,52.088664,-7.690774,matched_generic
Bunmahon,Waterford,Munster,52.152653,-7.369354,matched_gaa
Butlerstown,Waterford,Munster,52.238742,-7.180152,matched_gaa
Cappoquin / Affane,Waterford,Munster,52.143862,-7.850779,matched_gaa
Clashmore / Kinsalebeg,Waterford,Munster,52.00588,-7.820753,matched_gaa
Clonea Power,Waterford,Munster,52.280672,-7.44549,matched_gaa
Colligan / Emmets,Waterford,Munster,52.157802,-7.68594,matched_gaa
De La Salle,Waterford,Munster,52.265668,-7.149002,matched_gaa
Dungarvan,Waterford,Munster,52.084622,-7.640967,matched_gaa
Dunhill,Waterford,Munster,52.175549,-7.249955,matched_gaa
Erins Own,Waterford,Munster,52.251109,-7.113494,matched_gaa
Fenor,Waterford,Munster,52.160639,-7.223279,matched_gaa
Ferrybank,Waterford,Munster,52.266311,-7.096725,matched_gaa
Fourmilewater/ The Nire,Waterford,Munster,52.269843,-7.723907,matched_gaa
Gaultier,Waterford,Munster,52.158937,-7.01567,matched_gaa
Geraldines,Waterford,Munster,52.075073,-7.820307,matched_gaa
John Mitchels,Waterford,Munster,52.22066,-7.443994,matched_gaa
Kilgobnet,Waterford,Munster,52.156284,-7.652759,matched_gaa
Kill,Waterford,Munster,52.178278,-7.336514,matched_gaa
Kilmacthomas,Waterford,Munster,52.202544,-7.424689,matched_gaa
Kilrossanty,Waterford,Munster,52.164734,-7.516851,matched_gaa
Lismore,Waterford,Munster,52.135019,-7.945557,matched_gaa
Melleray/Glen Rovers,Waterford,Munster,52.1852,-7.852449,no_match
"Michael Mac Craith GAA, Tramore",Waterford,Munster,52.168648,-7.141485,matched_gaa
Modeligo,Waterford,Munster,52.144937,-7.745377,matched_gaa
Mount Sion,Waterford,Munster,52.261241,-7.13261,matched_gaa
Naomh Pól,Waterford,Munster,52.250586,-7.132367,matched_gaa
Newtown/Ballydurn,Waterford,Munster,52.23865,-7.393926,matched_gaa
Old Parish,Waterford,Munster,52.002069,-7.632852,matched_gaa
Passage GAA,Waterford,Munster,52.228639,-6.977221,matched_gaa
Portlaw,Waterford,Munster,52.301144,-7.309954,matched_gaa
Rathgormack,Waterford,Munster,52.304647,-7.497676,matched_generic
Rinn Ua gCuanach,Waterford,Munster,52.043448,-7.57073,matched_gaa
Roanmore,Waterford,Munster,52.259122,-7.138539,matched_gaa
"Shamrocks, Waterford",Waterford,Munster,52.057788,-7.888284,matched_gaa
Sliabh gCua/St. Mary's,Waterford,Munster,52.213282,-7.712395,matched_gaa
St. Mollerans,Waterford,Munster,52.343921,-7.428029,matched_gaa
St. Saviours,Waterford,Munster,52.240917,-7.138076,matched_gaa
Stradbally GAA,Waterford,Munster,52.132969,-7.454574,matched_gaa
Tallow,Waterford,Munster,52.094972,-7.99748,matched_gaa
Tourin/Ballinwillin,Waterford,Munster,52.12825,-7.869607,matched_gaa
Waterford GAA,Waterford,Munster,52.254794,-7.130871,matched_gaa
Waterford GAA,Waterford,Munster,52.096511,-7.626674,matched_gaa
"All Saints GAA, Ballymena",Antrim,Ulster,54.86743,-6.227189,matched_generic
Antrim GAA,Antrim,Ulster,54.573306,-5.983986,matched_gaa
CLG Laochra Loch Lao,Antrim,Ulster,54.591348,-5.9685765,matched_generic
"Cardinal O'Donnell's, Belfast",Antrim,Ulster,54.590545,-5.972702,matched_gaa
Carey Faughs GAA ,Antrim,Ulster,55.1986,-6.1938,matched_generic
Clooney Gaels,Antrim,Ulster,54.82385,-6.387777,matched_generic
"Con Magee's GAA, Glenravel",Antrim,Ulster,54.984596,-6.186593,matched_gaa
"Cuchullainn's GAA, Dunloy",Antrim,Ulster,55.007717,-6.41204,matched_gaa
"Erin's Own, Cargin",Antrim,Ulster,54.749007,-6.458106,matched_generic
"Glen Rovers, Armoy ",Antrim,Ulster,55.1370902,-6.2955139,matched_generic
Gort na Móna,Antrim,Ulster,54.5906,-5.995,matched_gaa
"John Mitchel's GAA, Belfast",Antrim,Ulster,54.562768,-6.033005,matched_generic
"Kickham's GAA, Ardoyne",Antrim,Ulster,54.6858,-5.9973,no_match
"Kickham's GAC, Creggan",Antrim,Ulster,54.719573,-6.3600587,matched_gaa
Latharna Óg GAA,Antrim,Ulster,54.87706753,-5.85860296,matched_generic
Loch Mór Dál gCais GAA,Antrim,Ulster,54.621,-6.2141,matched_generic
Loughgiel Shamrocks,Antrim,Ulster,55.061282,-6.310512,matched_gaa
"Lámh Dhearg GAA, Hannahstown",Antrim,Ulster,54.588335,-6.038245,matched_gaa
"McQuillan's GAA, Ballycastle",Antrim,Ulster,55.204051,-6.273102,matched_generic
"Michael Davitt's GAC, Belfast",Antrim,Ulster,54.57552,-5.97088,matched_generic
"O'Donovan Rossa's GAC, Belfast",Antrim,Ulster,54.57464,-6.006294,matched_gaa
"Oisín's GAA, Glenariffe",Antrim,Ulster,55.05484494,-6.05173517,matched_gaa
"Patrick Pearse's, Belfast",Antrim,Ulster,54.616736,-5.947392,matched_generic
"Patrick Sarfield's GAA, Belfast",Antrim,Ulster,54.574646,-6.006268,matched_gaa
Rathlin Island,Antrim,Ulster,55.292381,-6.262749,no_match
"Robert Emmet's, Cushendun",Antrim,Ulster,55.130366,-6.04369,matched_gaa
"Roger Casement's GAC, Portglenone",Antrim,Ulster,54.88252,-6.482781,matched_gaa
"Ruairí Óg's GAA, Cushendall",Antrim,Ulster,55.077538,-6.058273,matched_gaa
"Shane O'Neill's GAA, Glenarm",Antrim,Ulster,54.928236,-5.951509,matched_generic
"St. Agnes' GAA, Andersontown",Antrim,Ulster,54.568222,-5.985396,matched_generic
"St. Brigid's GAA, Cloughmills",Antrim,Ulster,55.011488,-6.328958,no_match
"St. Brigid's GAC, Belfast",Antrim,Ulster,54.571242,-5.975754,matched_generic
"St. Comgall's GAA, Antrim",Antrim,Ulster,54.721602,-6.219077,matched_generic
"St. Enda's GAA, Glengormley",Antrim,Ulster,54.662454,-5.968857,matched_gaa
"St. Ergnat's GAA, Moneyglass",Antrim,Ulster,54.779743,-6.423082,matched_gaa
"St. Gall's GAA, Belfast",Antrim,Ulster,54.584527,-5.96968,matched_gaa
"St. James GAA, Aldergrove",Antrim,Ulster,54.6164029,-6.22496103,matched_gaa
"St. John's GAA, Belfast",Antrim,Ulster,54.592333,-5.977393,matched_gaa
"St. Joseph's GAA, Glenavy",Antrim,Ulster,54.579567,-6.223824,matched_gaa
"St. Malachy's GAC, Belfast",Antrim,Ulster,54.57567,-5.91052,matched_generic
"St. Mary's GAA, Aghagallon",Antrim,Ulster,54.500464,-6.272927,matched_generic
"St. Mary's GAA, Ahoghill",Antrim,Ulster,54.823856,-6.387851,matched_generic
"St. Mary's GAC, Rasharkin",Antrim,Ulster,54.941544,-6.485376,matched_gaa
"St. Patrick's GAA, Lisburn",Antrim,Ulster,54.528101,-6.049427,matched_generic
"St. Paul's GAC, Belfast",Antrim,Ulster,54.574727,-6.006261,matched_gaa
"St. Teresa's GAA, Belfast",Antrim,Ulster,54.57902,-6.007327,matched_gaa
"Tír na nÓg, Randalstown",Antrim,Ulster,54.749254,-6.286166,matched_generic
"Éire Óg, Derriaghy",Antrim,Ulster,54.56853,-5.98518,matched_generic
Armagh GAA,Armagh,Ulster,54.343541,-6.662385,matched_gaa
Armagh Harps,Armagh,Ulster,54.358832,-6.661491,matched_gaa
Ballymacnab Round Towers,Armagh,Ulster,54.289793,-6.632396,matched_gaa
"Clan na Gael GAA, Lurgan",Armagh,Ulster,54.462356,-6.349253,matched_generic
"Clann Éireann GAA, Lurgan",Armagh,Ulster,54.475013,-6.330333,matched_generic
Craobh Rua GAA,Armagh,Ulster,54.191814,-6.393125,matched_generic
"Crossmaglen Rangers, GAA",Armagh,Ulster,54.074906,-6.609043,matched_gaa
Culloville Blues GAC,Armagh,Ulster,54.058777,-6.639885,matched_generic
"Cúchulainn's GAA, Armagh",Armagh,Ulster,54.349452,-6.65998,matched_gaa
"Cúchulainn's GAA, Mullaghbane",Armagh,Ulster,54.109772,-6.487697,matched_gaa
"Davitt's GAA, Ballyhegan",Armagh,Ulster,54.407259,-6.574018,no_match
"Emmet's GAA, Dorsey",Armagh,Ulster,54.142498,-6.551489,matched_gaa
"Eoghan Rua GAA, Middletown",Armagh,Ulster,54.295445,-6.847434,matched_gaa
"Laurence O'Toole's GAA, Belleek",Armagh,Ulster,54.172867,-6.488864,matched_gaa
"Lámh Dhearg GAA, Keady",Armagh,Ulster,54.256288,-6.702197,matched_gaa
Madden Rapparees GAA,Armagh,Ulster,54.317243,-6.713616,no_match
"Michael Dwyer's GAA, Keady",Armagh,Ulster,54.256291,-6.702172,matched_gaa
"Na Fianna GAA, Middletown",Armagh,Ulster,54.296608,-6.847081,matched_gaa
"O'Connell's GAA, Tullysaran",Armagh,Ulster,54.390982,-6.742078,matched_gaa
"O'Donovan Rossa's GAA, Mullaghbrack",Armagh,Ulster,54.302774,-6.536274,matched_gaa
"O'Neill's GAA, An Port Mór",Armagh,Ulster,54.414817,-6.702904,matched_generic
"O'Rahilly's GAA, Collegeland",Armagh,Ulster,54.44122,-6.679128,matched_gaa
"Peadar Ó Doirnín GAA, Forkhill",Armagh,Ulster,54.084477,-6.45661,matched_gaa
"Pearse √ìg Park, Ballycrummy",Armagh,Ulster,54.352151,-6.677901,matched_generic
"Pearse's GAA, Annaghmore",Armagh,Ulster,54.465761,-6.563157,matched_generic
"Phelim Brady's GAA, Darkley",Armagh,Ulster,54.224187,-6.682098,matched_generic
"Redmond O'Hanlon's GAA, Poyntzpass",Armagh,Ulster,54.287984,-6.376069,matched_gaa
"Robert Emmett's GAA, Clonmore",Armagh,Ulster,54.478915,-6.641734,matched_generic
"Sarsfield's GAA, High Moss",Armagh,Ulster,54.503226,-6.459335,no_match
"Sean McDermott's GAA, Maghery",Armagh,Ulster,54.513592,-6.575599,matched_gaa
"Seán South's GAA, Clady",Armagh,Ulster,54.251565,-6.565384,matched_gaa
"Seán Treacy GAA, Lurgan",Armagh,Ulster,54.477315,-6.330721,matched_generic
"Shane O'Neill's GAA, Camloch",Armagh,Ulster,54.180022,-6.405246,matched_gaa
Silverbridge Harps,Armagh,Ulster,54.096321,-6.538566,matched_gaa
"St. Colmcille's GAA, Grange",Armagh,Ulster,54.392046,-6.663018,no_match
"St. Killian's GAA, Whitecross",Armagh,Ulster,54.221327,-6.483997,matched_generic
"St. Malachy's GAA, Portadown",Armagh,Ulster,54.432459,-6.474408,no_match
"St. Mary's GAA, Granemore",Armagh,Ulster,54.251585,-6.653614,matched_gaa
"St. Michael's GAA, Newtownhamilton",Armagh,Ulster,54.187836,-6.573192,matched_generic
"St. Mochua's GAA, Derrynoose",Armagh,Ulster,54.232106,-6.774799,matched_gaa
"St. Moninne's GAA, Killeavy",Armagh,Ulster,54.142921,-6.361886,matched_gaa
"St. Patrick's GAA, Carrickcruppen",Armagh,Ulster,54.182572,-6.39738,matched_gaa
"St. Patrick's GAA, Dromintee",Armagh,Ulster,54.098003,-6.398717,matched_generic
"St. Paul's GAA, Lurgan",Armagh,Ulster,54.452014,-6.348393,matched_gaa
"St. Peter's GAA, Lurgan",Armagh,Ulster,54.467672,-6.328553,matched_gaa
"Thomas Davis' GAA, Corrinshego",Armagh,Ulster,54.176514,-6.363094,matched_gaa
"Tír na nÓìg GAA, Portadown",Armagh,Ulster,54.436676,-6.455092,matched_gaa
"Wolfe Tone GAA, Derrymacash",Armagh,Ulster,54.477252,-6.396009,matched_gaa
"Éire Féin GAA, Lissummon",Armagh,Ulster,54.252195,-6.418559,no_match
"Éire Óg GAA, Craigavon",Armagh,Ulster,54.454205,-6.36235,matched_gaa
Bailieborough Shamrocks,Cavan,Ulster,53.925765,-6.969827,matched_gaa
Ballinagh GAA,Cavan,Ulster,53.930673,-7.412008,matched_gaa
Ballyhaise GAA,Cavan,Ulster,54.046253,-7.314709,matched_gaa
Ballymachugh GAA,Cavan,Ulster,53.835841,-7.353148,matched_gaa
Belturbet Rory O'Moores,Cavan,Ulster,54.099878,-7.438112,matched_gaa
Butlersbridge GAA,Cavan,Ulster,54.047954,-7.375035,matched_gaa
Castlerahan GAA,Cavan,Ulster,53.861232,-7.209929,matched_gaa
Cavan GAA,Cavan,Ulster,53.981623,-7.360618,matched_gaa
Cavan Gaels,Cavan,Ulster,53.988038,-7.363122,matched_gaa
Cootehill Celtic,Cavan,Ulster,54.072479,-7.079643,matched_gaa
Corlough GAA,Cavan,Ulster,54.118056,-7.747799,matched_gaa
Cornafean GAA,Cavan,Ulster,53.9504,-7.49461,matched_gaa
Crosserlough GAA,Cavan,Ulster,53.861975,-7.316331,matched_gaa
Cuchulainn's GAA,Cavan,Ulster,53.808693,-6.938897,matched_gaa
Denn GAA,Cavan,Ulster,53.920235,-7.264607,matched_gaa
Drumalee GAA,Cavan,Ulster,53.997988,-7.352844,matched_gaa
Drumgoon Éire Óg GAA,Cavan,Ulster,54.04294,-7.018316,matched_gaa
Drumlane GAA,Cavan,Ulster,54.068624,-7.478328,matched_gaa
Drung Dalcassians GAA,Cavan,Ulster,54.068864,-7.225342,matched_gaa
"Erin's Own GAA, Lavey",Cavan,Ulster,53.901499,-7.17445,matched_gaa
Gowna GAA,Cavan,Ulster,53.86601,-7.550067,matched_gaa
Kildallan GAA,Cavan,Ulster,54.119597,-7.584639,matched_gaa
Kill Shamrocks,Cavan,Ulster,54.054796,-7.135233,matched_gaa
Killeshandra Leaguers GAA,Cavan,Ulster,54.011024,-7.526885,matched_gaa
Killinkere GAA,Cavan,Ulster,53.885481,-7.050346,matched_gaa
Killygarry GAA,Cavan,Ulster,53.964688,-7.318857,matched_gaa
Kingscourt Stars GAA,Cavan,Ulster,53.907118,-6.801545,matched_gaa
Knockbride GAA,Cavan,Ulster,53.977897,-7.057976,matched_gaa
Lacken Celtic GAA,Cavan,Ulster,53.920851,-7.426256,matched_gaa
Laragh United GAA,Cavan,Ulster,53.983051,-7.237147,matched_gaa
Maghera MacFinn's GAA,Cavan,Ulster,53.800467,-7.039934,matched_gaa
Mountnugent GAA,Cavan,Ulster,53.805934,-7.219515,matched_gaa
Mullahoran Dreadnoughts,Cavan,Ulster,53.835173,-7.439166,matched_gaa
Munterconnacht GAA,Cavan,Ulster,53.793504,-7.066725,matched_gaa
Ramor United GAA,Cavan,Ulster,53.830296,-7.070488,matched_gaa
Redhills GAA,Cavan,Ulster,54.099834,-7.32191,matched_gaa
Shannon Gaels,Cavan,Ulster,54.289898,-7.866955,matched_gaa
Shercock GAA,Cavan,Ulster,53.980313,-6.88016,matched_gaa
St Joseph's Hurling,Cavan,Ulster,53.835179,-7.439169,matched_gaa
"St. Aidans GAA, Templeport",Cavan,Ulster,54.121966,-7.674415,matched_gaa
"St. Mary's GAA, Swanlinbar",Cavan,Ulster,54.192078,-7.704567,matched_gaa
"St. Patricks, Arva",Cavan,Ulster,53.92166,-7.57887,matched_gaa
Woodford Gaels,Cavan,Ulster,53.835696,-7.35338,matched_gaa
Ballinderry Shamrocks,Derry,Ulster,54.659645,-6.558921,matched_generic
Brian Óg's GAA,Derry,Ulster,55.033214,-7.31057,matched_gaa
Derry GAA,Derry,Ulster,54.993153,-7.335791,matched_gaa
Derry GAA Centre of Excellence,Derry,Ulster,54.9241781,-6.9530881,matched_generic
Doire Cholmcille GAA,Derry,Ulster,55.00893,-7.337932,no_match
Eoghan Rua GAA,Derry,Ulster,55.164562,-6.695764,matched_gaa
"Erin's Own GAA, Lavey",Derry,Ulster,54.830513,-6.605331,matched_gaa
"Henry Joy McCracken's GAA, Moneymore",Derry,Ulster,54.690527,-6.659844,matched_gaa
"John Mitchel's GAA, Claudy",Derry,Ulster,54.908988,-7.14671,matched_gaa
"John Mitchel's GAA, Glenullin",Derry,Ulster,54.954253,-6.735021,matched_gaa
Kevin Lynch's GAA,Derry,Ulster,54.922705,-6.904493,no_match
Limavady Wolfhounds GAA,Derry,Ulster,55.050481,-6.936571,matched_generic
"Michael Davitt's GAA, Swatragh",Derry,Ulster,54.916706,-6.66344,matched_gaa
Na Magha GAA,Derry,Ulster,55.034242,-7.299886,matched_gaa
"O'Connor's GAA, Glack",Derry,Ulster,55.023509,-7.030822,matched_gaa
"O'Donovan Rossa's GAA, Magherafelt",Derry,Ulster,54.758564,-6.598506,matched_generic
"Patrick Pearse's GAA, Kilrea",Derry,Ulster,54.929674,-6.580779,matched_gaa
"Pearse's GAA, Waterside",Derry,Ulster,54.984291,-7.302588,no_match
"Robert Emmet's GAA, Slaughtneil",Derry,Ulster,54.883566,-6.700523,matched_gaa
"Sarsfield's GAA, Ballerin",Derry,Ulster,55.012062,-6.734256,matched_generic
"Seán Dolan's GAA, Creggan",Derry,Ulster,54.994131,-7.352781,matched_generic
"Seán O'Leary's GAA, Newbridge",Derry,Ulster,54.761608,-6.506944,matched_gaa
"St. Aidan's GAA, Magilligan",Derry,Ulster,55.151434,-6.913931,matched_gaa
"St. Canice's GAA, Dungiven",Derry,Ulster,54.926148,-6.918967,matched_gaa
"St. Colm's GAA, Ballinascreen",Derry,Ulster,54.782805,-6.805583,matched_generic
"St. Joseph's GAA, Craigbane",Derry,Ulster,54.867883,-7.14664,matched_generic
"St. Malachy's GAA, Castledawson",Derry,Ulster,54.767215,-6.536969,matched_gaa
"St. Mary's GAA, Ardmore",Derry,Ulster,54.959921,-7.257367,matched_generic
"St. Mary's GAA, Banagher",Derry,Ulster,54.892357,-7.01412,matched_gaa
"St. Mary's GAA, Faughanvale",Derry,Ulster,55.035499,-7.103388,matched_gaa
"St. Mary's GAA, Slaughtmanus",Derry,Ulster,54.987569,-7.182146,matched_gaa
"St. Matthew's GAA, Drumsurn",Derry,Ulster,54.988629,-6.865364,matched_generic
"St. Michael's GAA, Lissan",Derry,Ulster,54.690727,-6.756946,matched_gaa
"St. Oliver Plunkett's GAA, Greenlough",Derry,Ulster,54.867798,-6.513454,matched_gaa
"St. Patrick's GAA, The Loup",Derry,Ulster,54.702043,-6.589179,matched_gaa
"St. Trea's GAA, Ballymaguigan",Derry,Ulster,54.742591,-6.523167,matched_gaa
"Watty Graham's GAA, Glen",Derry,Ulster,54.840171,-6.688647,matched_generic
"William O'Brien's GAA, Foreglen",Derry,Ulster,54.927172,-7.023387,matched_generic
"Wolfe Tones GAA, Bellaghy",Derry,Ulster,54.807106,-6.514772,matched_generic
"Ógra Cholmcille GAA, Drummullan",Derry,Ulster,54.643899,-6.665948,matched_gaa
Aodh Ruadh GAA,Donegal,Ulster,54.498144,-8.191869,matched_gaa
Ardara GAA,Donegal,Ulster,54.769722,-8.416487,matched_gaa
Arranmore GAA,Donegal,Ulster,54.98566,-8.492488,matched_generic
Buncrana GAA,Donegal,Ulster,55.130095,-7.455806,matched_gaa
Burt GAA,Donegal,Ulster,55.031659,-7.460402,matched_gaa
Carndonagh GAA,Donegal,Ulster,55.25936,-7.245766,matched_gaa
Cloughaneely GAA,Donegal,Ulster,55.140639,-8.098203,matched_gaa
Donegal GAA,Donegal,Ulster,54.801525,-7.782047,matched_gaa
Donegal GAA,Donegal,Ulster,54.945512,-7.754561,matched_gaa
Donegal GAA,Donegal,Ulster,54.497969,-8.193448,matched_gaa
Downings GAA,Donegal,Ulster,55.193302,-7.831668,matched_gaa
Dungloe GAA,Donegal,Ulster,54.951057,-8.352223,matched_generic
